/* DATA DESCRIPTION:
Citation:	Wirth, Stefanie B; Glur, Lukas; Gilli, Adrian; Anselmetti, Flavio S (2013): Holocene flood activity data for the Northern and Southern Central Alps reconstructed from lake sediments. PANGAEA, https://doi.org/10.1594/PANGAEA.823415, 
	In supplement to: Wirth, SB et al. (2013): Holocene flood frequency across the Central Alps - solar forcing and evidence for variations in North Atlantic atmospheric circulation. Quaternary Science Reviews, 80, 112-128, https://doi.org/10.1016/j.quascirev.2013.09.002
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Flood activity [%] (Flood act) * PI: Wirth, Stefanie B (https://orcid.org/0000-0002-1276-8506, stefanie.wirth@alumni.ethz.ch) * METHOD/DEVICE: Lowpass filtered, 100a * COMMENT: Northern Alps (optional Event Labels N1 to N10)
	Flood activity [%] (Flood act) * PI: Wirth, Stefanie B (https://orcid.org/0000-0002-1276-8506, stefanie.wirth@alumni.ethz.ch) * METHOD/DEVICE: Lowpass filtered, 100a * COMMENT: Southern Alps (optional Event Labels S1 to S5)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	20122 data points
*/
Age [ka BP]	Flood act [%] (Northern Alps (optional Event...)	Flood act [%] (Southern Alps (optional Event...)
4.394	25.01	17.70
4.395	24.27	17.46
4.396	23.52	17.23
4.397	22.79	17.00
4.398	22.06	16.78
4.399	21.35	16.57
4.400	20.65	16.36
4.401	19.97	16.16
4.402	19.31	15.96
4.403	18.67	15.78
4.404	18.05	15.60
4.405	17.45	15.44
4.406	16.88	15.27
4.407	16.32	15.12
4.408	15.79	14.96
4.409	15.28	14.82
4.410	14.78	14.67
4.411	14.30	14.53
4.412	13.84	14.38
4.413	13.40	14.24
4.414	12.99	14.10
4.415	12.59	13.96
4.416	12.22	13.83
4.417	11.88	13.69
4.418	11.57	13.56
4.419	11.28	13.44
4.420	11.03	13.32
4.421	10.80	13.20
4.422	10.60	13.09
4.423	10.44	12.98
4.424	10.30	12.89
4.425	10.18	12.79
4.426	10.10	12.71
4.427	10.04	12.64
4.428	10.00	12.58
4.429	9.99	12.53
4.430	9.99	12.48
4.431	10.03	12.45
4.432	10.08	12.43
4.433	10.16	12.42
4.434	10.26	12.42
4.435	10.39	12.42
4.436	10.54	12.44
4.437	10.72	12.47
4.438	10.92	12.50
4.439	11.15	12.55
4.440	11.40	12.60
4.441	11.67	12.66
4.442	11.95	12.73
4.443	12.26	12.81
4.444	12.58	12.89
4.445	12.92	12.98
4.446	13.27	13.08
4.447	13.62	13.17
4.448	13.98	13.28
4.449	14.35	13.38
4.450	14.73	13.48
4.451	15.10	13.59
4.452	15.48	13.69
4.453	15.85	13.78
4.454	16.22	13.88
4.455	16.58	13.97
4.456	16.94	14.05
4.457	17.28	14.14
4.458	17.61	14.21
4.459	17.93	14.28
4.460	18.24	14.34
4.461	18.54	14.40
4.462	18.83	14.44
4.463	19.12	14.48
4.464	19.39	14.51
4.465	19.67	14.54
4.466	19.93	14.56
4.467	20.19	14.58
4.468	20.45	14.59
4.469	20.69	14.61
4.470	20.93	14.63
4.471	21.15	14.65
4.472	21.37	14.67
4.473	21.56	14.70
4.474	21.74	14.74
4.475	21.92	14.78
4.476	22.08	14.84
4.477	22.23	14.90
4.478	22.39	14.97
4.479	22.54	15.06
4.480	22.69	15.15
4.481	22.84	15.26
4.482	22.99	15.38
4.483	23.14	15.52
4.484	23.30	15.66
4.485	23.45	15.82
4.486	23.60	16.00
4.487	23.74	16.19
4.488	23.88	16.39
4.489	24.02	16.61
4.490	24.14	16.85
4.491	24.24	17.10
4.492	24.33	17.36
4.493	24.39	17.63
4.494	24.43	17.92
4.495	24.44	18.22
4.496	24.43	18.53
4.497	24.37	18.85
4.498	24.28	19.18
4.499	24.15	19.52
4.500	23.98	19.87
4.501	23.77	20.22
4.502	23.53	20.58
4.503	23.27	20.94
4.504	22.99	21.30
4.505	22.68	21.67
4.506	22.36	22.03
4.507	22.04	22.38
4.508	21.70	22.73
4.509	21.37	23.07
4.510	21.04	23.40
4.511	20.72	23.72
4.512	20.40	24.02
4.513	20.09	24.31
4.514	19.79	24.57
4.515	19.51	24.83
4.516	19.23	25.06
4.517	18.98	25.28
4.518	18.73	25.49
4.519	18.50	25.68
4.520	18.28	25.86
4.521	18.07	26.02
4.522	17.87	26.17
4.523	17.68	26.31
4.524	17.50	26.43
4.525	17.33	26.55
4.526	17.17	26.65
4.527	17.02	26.74
4.528	16.88	26.82
4.529	16.76	26.89
4.530	16.65	26.95
4.531	16.55	26.99
4.532	16.47	27.02
4.533	16.41	27.04
4.534	16.36	27.04
4.535	16.33	27.03
4.536	16.32	27.00
4.537	16.32	26.95
4.538	16.35	26.90
4.539	16.39	26.82
4.540	16.44	26.74
4.541	16.51	26.64
4.542	16.60	26.52
4.543	16.70	26.40
4.544	16.82	26.26
4.545	16.96	26.10
4.546	17.12	25.94
4.547	17.29	25.76
4.548	17.48	25.57
4.549	17.69	25.36
4.550	17.93	25.14
4.551	18.18	24.92
4.552	18.46	24.68
4.553	18.75	24.43
4.554	19.07	24.18
4.555	19.40	23.92
4.556	19.75	23.65
4.557	20.11	23.37
4.558	20.49	23.10
4.559	20.88	22.81
4.560	21.27	22.53
4.561	21.67	22.24
4.562	22.08	21.96
4.563	22.48	21.67
4.564	22.88	21.38
4.565	23.27	21.09
4.566	23.65	20.80
4.567	24.01	20.52
4.568	24.35	20.25
4.569	24.66	19.98
4.570	24.94	19.72
4.571	25.19	19.47
4.572	25.41	19.23
4.573	25.60	19.01
4.574	25.77	18.80
4.575	25.91	18.61
4.576	26.02	18.43
4.577	26.11	18.27
4.578	26.16	18.12
4.579	26.19	17.99
4.580	26.19	17.88
4.581	26.16	17.78
4.582	26.09	17.70
4.583	25.99	17.63
4.584	25.86	17.57
4.585	25.71	17.53
4.586	25.53	17.50
4.587	25.34	17.48
4.588	25.13	17.47
4.589	24.92	17.47
4.590	24.70	17.49
4.591	24.47	17.52
4.592	24.24	17.56
4.593	24.01	17.61
4.594	23.78	17.68
4.595	23.55	17.76
4.596	23.31	17.86
4.597	23.08	17.97
4.598	22.85	18.09
4.599	22.62	18.22
4.600	22.40	18.36
4.601	22.19	18.52
4.602	21.98	18.67
4.603	21.79	18.83
4.604	21.60	19.00
4.605	21.44	19.16
4.606	21.28	19.31
4.607	21.14	19.47
4.608	21.01	19.61
4.609	20.89	19.74
4.610	20.79	19.87
4.611	20.69	19.98
4.612	20.60	20.09
4.613	20.52	20.18
4.614	20.44	20.26
4.615	20.36	20.33
4.616	20.29	20.39
4.617	20.21	20.44
4.618	20.13	20.48
4.619	20.05	20.52
4.620	19.96	20.55
4.621	19.85	20.57
4.622	19.73	20.60
4.623	19.60	20.62
4.624	19.44	20.64
4.625	19.27	20.67
4.626	19.09	20.69
4.627	18.89	20.72
4.628	18.68	20.75
4.629	18.46	20.79
4.630	18.24	20.83
4.631	18.02	20.87
4.632	17.80	20.92
4.633	17.59	20.97
4.634	17.37	21.02
4.635	17.16	21.08
4.636	16.95	21.13
4.637	16.74	21.18
4.638	16.53	21.23
4.639	16.33	21.28
4.640	16.13	21.32
4.641	15.93	21.35
4.642	15.72	21.38
4.643	15.52	21.39
4.644	15.30	21.39
4.645	15.07	21.38
4.646	14.83	21.35
4.647	14.58	21.30
4.648	14.31	21.23
4.649	14.02	21.14
4.650	13.71	21.03
4.651	13.39	20.90
4.652	13.05	20.74
4.653	12.70	20.55
4.654	12.34	20.35
4.655	11.98	20.12
4.656	11.61	19.88
4.657	11.25	19.62
4.658	10.90	19.35
4.659	10.55	19.08
4.660	10.22	18.79
4.661	9.90	18.51
4.662	9.60	18.22
4.663	9.32	17.92
4.664	9.07	17.63
4.665	8.84	17.34
4.666	8.64	17.05
4.667	8.46	16.77
4.668	8.32	16.49
4.669	8.20	16.21
4.670	8.12	15.93
4.671	8.07	15.67
4.672	8.05	15.40
4.673	8.06	15.14
4.674	8.11	14.89
4.675	8.19	14.64
4.676	8.30	14.40
4.677	8.44	14.17
4.678	8.61	13.94
4.679	8.80	13.72
4.680	9.03	13.51
4.681	9.28	13.31
4.682	9.56	13.12
4.683	9.86	12.94
4.684	10.18	12.76
4.685	10.53	12.60
4.686	10.90	12.45
4.687	11.29	12.32
4.688	11.70	12.19
4.689	12.12	12.07
4.690	12.57	11.97
4.691	13.03	11.87
4.692	13.51	11.79
4.693	14.00	11.71
4.694	14.51	11.65
4.695	15.04	11.60
4.696	15.57	11.55
4.697	16.12	11.52
4.698	16.67	11.50
4.699	17.23	11.48
4.700	17.79	11.47
4.701	18.36	11.46
4.702	18.91	11.46
4.703	19.46	11.46
4.704	20.00	11.47
4.705	20.52	11.48
4.706	21.02	11.49
4.707	21.50	11.51
4.708	21.96	11.54
4.709	22.40	11.57
4.710	22.81	11.60
4.711	23.20	11.64
4.712	23.57	11.68
4.713	23.91	11.73
4.714	24.23	11.78
4.715	24.52	11.83
4.716	24.78	11.89
4.717	25.02	11.96
4.718	25.23	12.02
4.719	25.41	12.09
4.720	25.57	12.17
4.721	25.71	12.24
4.722	25.82	12.32
4.723	25.91	12.40
4.724	25.98	12.49
4.725	26.02	12.58
4.726	26.04	12.68
4.727	26.04	12.78
4.728	26.02	12.88
4.729	25.97	12.99
4.730	25.91	13.10
4.731	25.82	13.21
4.732	25.71	13.32
4.733	25.57	13.44
4.734	25.41	13.57
4.735	25.22	13.70
4.736	25.00	13.83
4.737	24.77	13.98
4.738	24.51	14.13
4.739	24.24	14.29
4.740	23.95	14.47
4.741	23.64	14.66
4.742	23.32	14.86
4.743	22.98	15.07
4.744	22.62	15.30
4.745	22.26	15.54
4.746	21.88	15.80
4.747	21.50	16.07
4.748	21.11	16.35
4.749	20.73	16.65
4.750	20.35	16.97
4.751	19.98	17.29
4.752	19.62	17.64
4.753	19.28	18.00
4.754	18.95	18.37
4.755	18.64	18.75
4.756	18.35	19.15
4.757	18.09	19.56
4.758	17.84	19.98
4.759	17.61	20.40
4.760	17.41	20.84
4.761	17.22	21.28
4.762	17.05	21.72
4.763	16.91	22.17
4.764	16.77	22.61
4.765	16.66	23.05
4.766	16.55	23.49
4.767	16.45	23.91
4.768	16.37	24.33
4.769	16.28	24.73
4.770	16.20	25.12
4.771	16.12	25.48
4.772	16.04	25.83
4.773	15.95	26.15
4.774	15.86	26.43
4.775	15.77	26.69
4.776	15.67	26.92
4.777	15.58	27.12
4.778	15.49	27.28
4.779	15.40	27.41
4.780	15.32	27.52
4.781	15.24	27.59
4.782	15.17	27.64
4.783	15.11	27.65
4.784	15.05	27.64
4.785	15.01	27.60
4.786	14.97	27.53
4.787	14.93	27.43
4.788	14.90	27.30
4.789	14.87	27.15
4.790	14.84	26.98
4.791	14.81	26.78
4.792	14.78	26.56
4.793	14.75	26.32
4.794	14.73	26.06
4.795	14.73	25.79
4.796	14.73	25.51
4.797	14.75	25.22
4.798	14.79	24.92
4.799	14.85	24.61
4.800	14.92	24.30
4.801	15.01	23.98
4.802	15.12	23.66
4.803	15.26	23.33
4.804	15.41	23.00
4.805	15.58	22.68
4.806	15.77	22.34
4.807	15.99	22.01
4.808	16.22	21.68
4.809	16.48	21.35
4.810	16.76	21.02
4.811	17.06	20.68
4.812	17.39	20.35
4.813	17.75	20.01
4.814	18.13	19.66
4.815	18.53	19.32
4.816	18.95	18.97
4.817	19.39	18.62
4.818	19.85	18.27
4.819	20.33	17.92
4.820	20.83	17.56
4.821	21.33	17.20
4.822	21.85	16.85
4.823	22.38	16.49
4.824	22.92	16.14
4.825	23.47	15.79
4.826	24.03	15.45
4.827	24.60	15.12
4.828	25.17	14.80
4.829	25.74	14.50
4.830	26.32	14.20
4.831	26.90	13.92
4.832	27.47	13.66
4.833	28.04	13.42
4.834	28.60	13.19
4.835	29.14	12.99
4.836	29.67	12.80
4.837	30.16	12.64
4.838	30.63	12.51
4.839	31.06	12.40
4.840	31.45	12.31
4.841	31.80	12.25
4.842	32.09	12.22
4.843	32.33	12.21
4.844	32.51	12.24
4.845	32.63	12.29
4.846	32.69	12.37
4.847	32.69	12.48
4.848	32.64	12.62
4.849	32.53	12.79
4.850	32.38	12.99
4.851	32.18	13.21
4.852	31.93	13.46
4.853	31.65	13.74
4.854	31.33	14.04
4.855	30.99	14.36
4.856	30.62	14.70
4.857	30.24	15.06
4.858	29.85	15.44
4.859	29.45	15.83
4.860	29.06	16.23
4.861	28.67	16.64
4.862	28.30	17.07
4.863	27.94	17.50
4.864	27.60	17.94
4.865	27.29	18.39
4.866	27.00	18.83
4.867	26.74	19.28
4.868	26.51	19.73
4.869	26.31	20.18
4.870	26.15	20.62
4.871	26.02	21.05
4.872	25.92	21.46
4.873	25.86	21.86
4.874	25.82	22.25
4.875	25.82	22.61
4.876	25.85	22.95
4.877	25.91	23.27
4.878	25.99	23.56
4.879	26.10	23.82
4.880	26.23	24.05
4.881	26.38	24.25
4.882	26.55	24.43
4.883	26.73	24.57
4.884	26.93	24.70
4.885	27.14	24.80
4.886	27.36	24.87
4.887	27.58	24.94
4.888	27.80	24.98
4.889	28.02	25.02
4.890	28.23	25.04
4.891	28.43	25.06
4.892	28.62	25.07
4.893	28.80	25.08
4.894	28.97	25.09
4.895	29.12	25.10
4.896	29.26	25.11
4.897	29.38	25.14
4.898	29.49	25.17
4.899	29.59	25.21
4.900	29.69	25.26
4.901	29.79	25.32
4.902	29.89	25.39
4.903	30.00	25.48
4.904	30.12	25.58
4.905	30.24	25.70
4.906	30.38	25.83
4.907	30.53	25.97
4.908	30.69	26.13
4.909	30.87	26.31
4.910	31.07	26.49
4.911	31.27	26.68
4.912	31.50	26.89
4.913	31.73	27.09
4.914	31.99	27.30
4.915	32.26	27.51
4.916	32.55	27.71
4.917	32.86	27.91
4.918	33.19	28.09
4.919	33.53	28.26
4.920	33.89	28.42
4.921	34.26	28.57
4.922	34.64	28.70
4.923	35.03	28.81
4.924	35.43	28.91
4.925	35.83	28.98
4.926	36.23	29.04
4.927	36.64	29.09
4.928	37.05	29.11
4.929	37.46	29.12
4.930	37.86	29.12
4.931	38.25	29.09
4.932	38.63	29.05
4.933	39.00	28.98
4.934	39.35	28.90
4.935	39.67	28.80
4.936	39.98	28.69
4.937	40.26	28.55
4.938	40.51	28.40
4.939	40.73	28.24
4.940	40.92	28.05
4.941	41.08	27.85
4.942	41.20	27.62
4.943	41.27	27.38
4.944	41.30	27.11
4.945	41.29	26.82
4.946	41.21	26.52
4.947	41.09	26.19
4.948	40.92	25.85
4.949	40.69	25.49
4.950	40.43	25.12
4.951	40.12	24.73
4.952	39.78	24.32
4.953	39.41	23.91
4.954	39.01	23.48
4.955	38.59	23.05
4.956	38.15	22.60
4.957	37.70	22.14
4.958	37.24	21.68
4.959	36.78	21.21
4.960	36.31	20.74
4.961	35.84	20.26
4.962	35.37	19.78
4.963	34.90	19.30
4.964	34.42	18.82
4.965	33.94	18.35
4.966	33.46	17.88
4.967	32.96	17.41
4.968	32.46	16.96
4.969	31.94	16.52
4.970	31.40	16.09
4.971	30.85	15.67
4.972	30.27	15.26
4.973	29.68	14.86
4.974	29.06	14.48
4.975	28.42	14.11
4.976	27.76	13.76
4.977	27.08	13.42
4.978	26.38	13.09
4.979	25.67	12.77
4.980	24.94	12.47
4.981	24.21	12.19
4.982	23.47	11.92
4.983	22.72	11.67
4.984	21.97	11.43
4.985	21.23	11.22
4.986	20.49	11.02
4.987	19.75	10.84
4.988	19.03	10.69
4.989	18.32	10.55
4.990	17.62	10.44
4.991	16.94	10.35
4.992	16.27	10.27
4.993	15.62	10.22
4.994	14.99	10.20
4.995	14.37	10.19
4.996	13.77	10.20
4.997	13.18	10.24
4.998	12.62	10.30
4.999	12.07	10.39
5.000	11.54	10.49
5.001	11.03	10.62
5.002	10.54	10.77
5.003	10.07	10.94
5.004	9.61	11.13
5.005	9.18	11.34
5.006	8.76	11.56
5.007	8.35	11.81
5.008	7.96	12.06
5.009	7.57	12.33
5.010	7.20	12.61
5.011	6.84	12.89
5.012	6.48	13.18
5.013	6.14	13.48
5.014	5.80	13.78
5.015	5.48	14.09
5.016	5.17	14.40
5.017	4.88	14.72
5.018	4.61	15.03
5.019	4.36	15.36
5.020	4.14	15.68
5.021	3.93	16.01
5.022	3.75	16.34
5.023	3.59	16.67
5.024	3.46	17.01
5.025	3.36	17.36
5.026	3.28	17.70
5.027	3.22	18.05
5.028	3.20	18.39
5.029	3.20	18.74
5.030	3.22	19.09
5.031	3.28	19.44
5.032	3.36	19.79
5.033	3.46	20.13
5.034	3.59	20.48
5.035	3.75	20.82
5.036	3.93	21.15
5.037	4.14	21.48
5.038	4.37	21.81
5.039	4.64	22.14
5.040	4.93	22.47
5.041	5.26	22.79
5.042	5.61	23.12
5.043	6.00	23.44
5.044	6.41	23.76
5.045	6.85	24.07
5.046	7.32	24.38
5.047	7.82	24.68
5.048	8.35	24.98
5.049	8.90	25.27
5.050	9.47	25.55
5.051	10.06	25.82
5.052	10.68	26.08
5.053	11.31	26.34
5.054	11.96	26.58
5.055	12.62	26.81
5.056	13.29	27.03
5.057	13.97	27.24
5.058	14.65	27.43
5.059	15.34	27.60
5.060	16.03	27.76
5.061	16.73	27.90
5.062	17.42	28.02
5.063	18.10	28.12
5.064	18.78	28.21
5.065	19.44	28.28
5.066	20.08	28.33
5.067	20.71	28.36
5.068	21.31	28.38
5.069	21.88	28.37
5.070	22.42	28.36
5.071	22.92	28.32
5.072	23.38	28.27
5.073	23.80	28.20
5.074	24.17	28.11
5.075	24.51	28.01
5.076	24.81	27.89
5.077	25.07	27.75
5.078	25.31	27.60
5.079	25.52	27.43
5.080	25.71	27.25
5.081	25.87	27.06
5.082	26.01	26.86
5.083	26.13	26.65
5.084	26.23	26.44
5.085	26.30	26.22
5.086	26.36	26.00
5.087	26.39	25.78
5.088	26.39	25.55
5.089	26.38	25.32
5.090	26.33	25.09
5.091	26.27	24.85
5.092	26.19	24.60
5.093	26.09	24.35
5.094	25.97	24.09
5.095	25.84	23.82
5.096	25.70	23.54
5.097	25.54	23.25
5.098	25.36	22.96
5.099	25.17	22.66
5.100	24.97	22.35
5.101	24.75	22.05
5.102	24.52	21.74
5.103	24.27	21.43
5.104	24.01	21.13
5.105	23.73	20.82
5.106	23.42	20.51
5.107	23.10	20.21
5.108	22.75	19.91
5.109	22.38	19.60
5.110	22.00	19.30
5.111	21.59	19.00
5.112	21.18	18.71
5.113	20.75	18.41
5.114	20.31	18.12
5.115	19.87	17.83
5.116	19.42	17.55
5.117	18.97	17.27
5.118	18.51	17.01
5.119	18.06	16.75
5.120	17.60	16.50
5.121	17.15	16.25
5.122	16.71	16.02
5.123	16.26	15.79
5.124	15.82	15.56
5.125	15.39	15.34
5.126	14.96	15.13
5.127	14.54	14.92
5.128	14.13	14.72
5.129	13.74	14.52
5.130	13.35	14.32
5.131	12.98	14.13
5.132	12.63	13.94
5.133	12.29	13.76
5.134	11.97	13.59
5.135	11.67	13.42
5.136	11.38	13.27
5.137	11.13	13.12
5.138	10.89	12.98
5.139	10.68	12.86
5.140	10.49	12.74
5.141	10.32	12.63
5.142	10.18	12.53
5.143	10.06	12.44
5.144	9.97	12.36
5.145	9.90	12.29
5.146	9.86	12.23
5.147	9.83	12.19
5.148	9.84	12.15
5.149	9.86	12.13
5.150	9.90	12.12
5.151	9.97	12.12
5.152	10.05	12.13
5.153	10.16	12.16
5.154	10.28	12.19
5.155	10.42	12.23
5.156	10.57	12.28
5.157	10.73	12.34
5.158	10.91	12.40
5.159	11.09	12.47
5.160	11.28	12.54
5.161	11.48	12.61
5.162	11.67	12.67
5.163	11.86	12.73
5.164	12.05	12.79
5.165	12.23	12.85
5.166	12.41	12.90
5.167	12.57	12.94
5.168	12.72	12.98
5.169	12.86	13.01
5.170	12.97	13.04
5.171	13.07	13.06
5.172	13.15	13.08
5.173	13.20	13.08
5.174	13.25	13.09
5.175	13.28	13.09
5.176	13.30	13.08
5.177	13.32	13.07
5.178	13.34	13.05
5.179	13.36	13.03
5.180	13.38	13.01
5.181	13.41	12.99
5.182	13.44	12.96
5.183	13.48	12.94
5.184	13.53	12.92
5.185	13.58	12.90
5.186	13.64	12.89
5.187	13.72	12.88
5.188	13.80	12.88
5.189	13.89	12.89
5.190	13.99	12.92
5.191	14.09	12.96
5.192	14.19	13.01
5.193	14.30	13.07
5.194	14.41	13.15
5.195	14.52	13.24
5.196	14.62	13.35
5.197	14.71	13.48
5.198	14.79	13.61
5.199	14.86	13.77
5.200	14.91	13.94
5.201	14.93	14.12
5.202	14.93	14.32
5.203	14.91	14.54
5.204	14.86	14.76
5.205	14.80	15.01
5.206	14.71	15.26
5.207	14.62	15.53
5.208	14.51	15.80
5.209	14.39	16.08
5.210	14.27	16.37
5.211	14.15	16.67
5.212	14.02	16.96
5.213	13.90	17.26
5.214	13.77	17.56
5.215	13.64	17.85
5.216	13.52	18.15
5.217	13.41	18.44
5.218	13.30	18.73
5.219	13.20	19.01
5.220	13.11	19.29
5.221	13.03	19.55
5.222	12.96	19.81
5.223	12.90	20.06
5.224	12.86	20.29
5.225	12.82	20.51
5.226	12.80	20.72
5.227	12.80	20.91
5.228	12.80	21.09
5.229	12.82	21.25
5.230	12.85	21.40
5.231	12.90	21.54
5.232	12.95	21.67
5.233	13.02	21.78
5.234	13.10	21.88
5.235	13.19	21.96
5.236	13.30	22.03
5.237	13.42	22.09
5.238	13.55	22.14
5.239	13.71	22.17
5.240	13.87	22.19
5.241	14.05	22.20
5.242	14.24	22.19
5.243	14.44	22.17
5.244	14.66	22.13
5.245	14.88	22.08
5.246	15.11	22.01
5.247	15.34	21.92
5.248	15.59	21.81
5.249	15.84	21.69
5.250	16.09	21.56
5.251	16.35	21.41
5.252	16.61	21.24
5.253	16.87	21.07
5.254	17.12	20.88
5.255	17.38	20.68
5.256	17.63	20.48
5.257	17.87	20.26
5.258	18.10	20.04
5.259	18.33	19.81
5.260	18.53	19.57
5.261	18.72	19.32
5.262	18.89	19.07
5.263	19.04	18.82
5.264	19.16	18.58
5.265	19.26	18.33
5.266	19.33	18.08
5.267	19.39	17.84
5.268	19.42	17.61
5.269	19.43	17.38
5.270	19.42	17.16
5.271	19.39	16.94
5.272	19.33	16.74
5.273	19.25	16.54
5.274	19.15	16.36
5.275	19.03	16.18
5.276	18.88	16.01
5.277	18.72	15.85
5.278	18.55	15.71
5.279	18.36	15.58
5.280	18.17	15.46
5.281	17.97	15.36
5.282	17.76	15.27
5.283	17.56	15.20
5.284	17.35	15.15
5.285	17.15	15.12
5.286	16.96	15.10
5.287	16.77	15.11
5.288	16.59	15.13
5.289	16.41	15.17
5.290	16.25	15.23
5.291	16.09	15.31
5.292	15.94	15.41
5.293	15.80	15.53
5.294	15.67	15.67
5.295	15.55	15.83
5.296	15.43	16.01
5.297	15.32	16.21
5.298	15.22	16.42
5.299	15.13	16.66
5.300	15.05	16.91
5.301	14.99	17.17
5.302	14.93	17.45
5.303	14.90	17.74
5.304	14.88	18.04
5.305	14.88	18.35
5.306	14.90	18.67
5.307	14.95	18.99
5.308	15.02	19.32
5.309	15.11	19.65
5.310	15.22	19.99
5.311	15.36	20.31
5.312	15.51	20.64
5.313	15.69	20.96
5.314	15.89	21.27
5.315	16.10	21.58
5.316	16.33	21.89
5.317	16.57	22.18
5.318	16.82	22.47
5.319	17.08	22.75
5.320	17.34	23.01
5.321	17.60	23.27
5.322	17.87	23.52
5.323	18.13	23.75
5.324	18.38	23.97
5.325	18.62	24.18
5.326	18.85	24.38
5.327	19.07	24.56
5.328	19.28	24.73
5.329	19.47	24.88
5.330	19.66	25.01
5.331	19.82	25.13
5.332	19.98	25.22
5.333	20.13	25.29
5.334	20.28	25.34
5.335	20.43	25.37
5.336	20.58	25.38
5.337	20.74	25.37
5.338	20.91	25.33
5.339	21.08	25.27
5.340	21.27	25.20
5.341	21.47	25.10
5.342	21.68	24.97
5.343	21.91	24.83
5.344	22.15	24.67
5.345	22.40	24.48
5.346	22.66	24.28
5.347	22.93	24.06
5.348	23.20	23.82
5.349	23.48	23.57
5.350	23.77	23.31
5.351	24.05	23.03
5.352	24.33	22.74
5.353	24.60	22.43
5.354	24.86	22.11
5.355	25.10	21.78
5.356	25.33	21.44
5.357	25.53	21.09
5.358	25.70	20.73
5.359	25.83	20.37
5.360	25.93	20.01
5.361	26.00	19.65
5.362	26.04	19.29
5.363	26.06	18.94
5.364	26.06	18.59
5.365	26.04	18.25
5.366	26.01	17.92
5.367	25.97	17.60
5.368	25.92	17.30
5.369	25.87	17.02
5.370	25.81	16.75
5.371	25.74	16.51
5.372	25.67	16.29
5.373	25.60	16.09
5.374	25.53	15.91
5.375	25.45	15.76
5.376	25.37	15.63
5.377	25.28	15.52
5.378	25.18	15.44
5.379	25.07	15.37
5.380	24.95	15.33
5.381	24.82	15.31
5.382	24.68	15.31
5.383	24.52	15.33
5.384	24.35	15.37
5.385	24.17	15.43
5.386	23.98	15.51
5.387	23.79	15.60
5.388	23.58	15.70
5.389	23.37	15.82
5.390	23.15	15.95
5.391	22.93	16.09
5.392	22.70	16.24
5.393	22.47	16.41
5.394	22.24	16.58
5.395	22.01	16.76
5.396	21.78	16.94
5.397	21.56	17.14
5.398	21.34	17.33
5.399	21.12	17.54
5.400	20.90	17.74
5.401	20.69	17.95
5.402	20.48	18.16
5.403	20.26	18.36
5.404	20.05	18.56
5.405	19.83	18.75
5.406	19.60	18.93
5.407	19.38	19.10
5.408	19.15	19.26
5.409	18.92	19.41
5.410	18.69	19.55
5.411	18.47	19.68
5.412	18.24	19.80
5.413	18.02	19.91
5.414	17.80	20.02
5.415	17.59	20.12
5.416	17.40	20.21
5.417	17.21	20.30
5.418	17.04	20.39
5.419	16.89	20.47
5.420	16.75	20.55
5.421	16.64	20.63
5.422	16.54	20.70
5.423	16.46	20.78
5.424	16.41	20.85
5.425	16.37	20.92
5.426	16.34	20.98
5.427	16.34	21.05
5.428	16.35	21.11
5.429	16.37	21.16
5.430	16.41	21.22
5.431	16.45	21.26
5.432	16.49	21.30
5.433	16.54	21.34
5.434	16.59	21.37
5.435	16.63	21.40
5.436	16.67	21.43
5.437	16.72	21.46
5.438	16.76	21.49
5.439	16.81	21.53
5.440	16.87	21.57
5.441	16.94	21.61
5.442	17.02	21.67
5.443	17.12	21.72
5.444	17.23	21.78
5.445	17.36	21.86
5.446	17.51	21.93
5.447	17.67	22.02
5.448	17.86	22.12
5.449	18.05	22.23
5.450	18.27	22.34
5.451	18.50	22.47
5.452	18.74	22.60
5.453	18.99	22.74
5.454	19.26	22.90
5.455	19.53	23.07
5.456	19.82	23.24
5.457	20.10	23.43
5.458	20.39	23.62
5.459	20.68	23.82
5.460	20.97	24.03
5.461	21.25	24.24
5.462	21.52	24.45
5.463	21.79	24.65
5.464	22.05	24.86
5.465	22.28	25.06
5.466	22.50	25.26
5.467	22.70	25.44
5.468	22.89	25.62
5.469	23.06	25.79
5.470	23.21	25.94
5.471	23.35	26.07
5.472	23.49	26.19
5.473	23.61	26.28
5.474	23.73	26.34
5.475	23.85	26.38
5.476	23.96	26.39
5.477	24.06	26.38
5.478	24.17	26.34
5.479	24.28	26.28
5.480	24.39	26.20
5.481	24.50	26.10
5.482	24.62	25.98
5.483	24.74	25.84
5.484	24.87	25.68
5.485	25.00	25.51
5.486	25.14	25.32
5.487	25.29	25.13
5.488	25.45	24.92
5.489	25.62	24.70
5.490	25.79	24.48
5.491	25.97	24.26
5.492	26.16	24.03
5.493	26.35	23.81
5.494	26.54	23.58
5.495	26.72	23.36
5.496	26.91	23.14
5.497	27.08	22.94
5.498	27.25	22.74
5.499	27.41	22.55
5.500	27.57	22.37
5.501	27.71	22.20
5.502	27.85	22.04
5.503	27.98	21.90
5.504	28.10	21.77
5.505	28.21	21.65
5.506	28.31	21.55
5.507	28.41	21.47
